id,split,V,A,D,text,anger,disgust,fear,joy,sadness,surprise
1274,train,3.7,3.0,3.1,Nap your way to a successful career,0,0,0,37,0,29
1275,test,2.5,3.3,3.1,Village buried by 100 inches of snow,3,0,47,1,50,21
1276,train,3.2,3.1,3.2,Oprah announces new book club pick,0,0,0,39,0,23
1277,train,3.33,3.11,3.22,The science of love ... and lust,0,1,1,23,0,8
1278,train,2.22,3.0,3.0,"Northeaster cancels flights, shuts schools",11,1,11,0,47,20
1279,train,3.29,2.57,3.0,Napping may be good for your heart,0,0,0,51,0,35
128,train,2.55,3.18,3.0,"War is close, Ethiopia tells Somali rebels",52,33,57,12,40,0
1280,dev,2.2,3.2,2.8,Ryan O'Neal injured son's girlfriend,32,1,11,0,51,32
1281,test,2.2,3.0,2.6,Chrysler's Valentine's Day massacre,0,13,46,2,60,22
1282,train,2.6,3.1,3.2,Madrid bombings trial begins,1,0,46,34,36,13
1283,dev,2.7,3.3,3.0,Fight starts over HPV vaccine,14,22,10,14,11,11
1284,train,3.3,3.2,3.1,Autos drive European gains,0,0,1,48,0,19
1285,train,2.9,2.9,3.1,James Brown's partner can get her things,0,0,2,21,6,4
1286,train,2.4,3.0,3.0,Auto show canceled,0,0,0,2,35,17
1287,train,2.82,2.91,2.82,UK luxury maker Burberry: 'Made in China'?,0,1,0,0,3,30
1288,train,3.4,3.3,3.1,On-the-job naps might cut heart risk,0,0,4,43,0,42
1289,dev,3.12,3.12,3.0,"No. 1 Florida survives Rupp Arena, streak hits 16",0,0,0,39,0,6
129,train,3.2,3.2,3.2,Advantage Cardinals with Suppan in Game 4,0,0,0,4,0,0
1290,train,2.9,3.1,3.0,J.K. Rowling marks spot of 'Potter's' end,0,0,2,6,36,21
1291,train,3.3,3.0,3.4,Gronholm takes a commanding lead,0,0,0,37,0,6
1292,train,2.67,3.44,3.56,Howard slams Obama on Iraq policy,29,18,9,1,8,12
1293,train,3.1,3.1,2.9,Manila hints at ransom approval,3,1,8,0,16,11
1294,train,3.0,2.9,2.9,Champion Murray too good for Kim,0,4,0,8,3,7
1295,train,2.9,3.0,3.0,"G7: Yen skates by, yuan singled out",2,0,4,8,15,6
1296,train,2.7,2.9,2.8,Gunman 'was Srebrenica survivor',4,0,19,7,17,30
1297,train,3.0,3.0,3.2,Cutting through the clutter to get things done,0,3,9,21,9,14
1298,train,3.67,3.22,3.0,Mother: Lohan is doing 'great' in rehab,2,0,10,47,17,19
1299,train,3.1,3.1,3.1,Who's going to win at the Grammys?,0,0,1,31,0,20
13,test,3.3,3.2,3.1,United Finds Good Connection in Win,0,0,0,63,0,6
130,train,3.1,2.9,2.9,NASA spacecraft to measure Sun,0,0,0,29,0,26
1300,train,2.5,2.88,3.25,"Libby defense upsets judge, rests",9,13,7,0,12,31
1301,train,3.0,3.0,3.0,Breakup rings find new homes,0,0,2,17,31,10
1302,train,2.6,2.9,2.9,Gronholm ahead as Solberg crashes,0,0,0,37,11,9
1303,train,2.8,2.9,3.0,'Norbit' a waste of Murphy,0,8,0,0,20,6
1305,train,2.1,3.0,2.9,12 dead in Lebanese minibus bombings,11,0,61,0,87,9
1306,train,2.1,3.2,2.9,Sex torture claims hit Russia army,25,45,21,0,35,20
1307,train,3.0,2.75,3.0,Mega-marsupials once roamed Australia,0,0,2,7,4,52
1308,train,3.0,2.82,3.09,Rupert Murdoch's secret TiVo,0,0,3,3,0,23
1309,train,2.37,3.25,2.63,"UPDATE 1-Plane crashes at Moscow airport, no passengers",3,0,42,16,50,29
131,train,2.8,3.1,3.2,"Sony Hates Europeans, Will Prevent The Importing of PS3",34,8,0,0,0,22
1310,train,3.0,3.1,3.1,HPV vaccination stirs heated debate in America,30,0,20,6,10,38
1311,train,2.9,3.1,3.2,Court TV: Accused killer tells jury a love story,8,17,16,3,14,45
1312,train,3.1,3.4,3.0,Whistle-blowing Web site exposed,0,0,7,22,7,37
1313,test,3.8,3.2,3.3,"Start late, retire rich",0,0,0,32,1,32
1314,train,3.1,3.2,3.3,Somali PM vows to bring Islamists to justice,30,17,15,18,17,4
1315,train,3.0,3.0,3.0,Swingers more common than most think,0,3,5,8,11,29
1316,train,2.75,3.25,3.25,Anna Nicole Smith fans mourn in cyberspace,3,0,0,0,70,7
1317,train,2.5,3.1,2.8,Antibiotic Ketek more dangerous than thought,9,0,56,0,8,44
1318,dev,3.38,2.88,3.38,Time to book your cruise,0,0,0,45,0,19
1319,train,2.71,2.57,2.43,'Blazing Angels' for PS3 fails to soar,0,0,12,4,42,12
132,test,3.36,3.09,3.18,Flu Vaccine Appears Safe for Young Children,0,0,6,45,0,0
1320,train,2.78,3.0,3.0,North Korea aid demand stall talks,7,0,12,0,29,13
1321,train,2.4,2.8,2.8,Cartoon Network head steps down,0,0,13,4,43,28
1322,train,3.14,3.29,3.0,Malaysia aggressively wooing tourists,1,0,4,49,0,27
1323,train,2.8,3.0,3.0,Anna Nicole Smith's Bahamas home seized,2,5,9,1,49,19
1324,train,2.89,3.11,3.0,Andromeda involved in galactic collision,0,0,19,0,27,48
1325,test,3.0,2.9,3.0,Rwanda mulling 3-kid limit for families,0,0,5,36,13,32
1326,train,3.1,3.1,3.2,Wilkinson sets record in tame win,0,0,0,57,0,18
1327,train,3.3,3.0,3.1,Army engineers say dam safe,0,0,12,43,0,16
1328,train,3.1,3.3,3.1,France: Al Qaeda suspects arrested,8,4,43,31,12,17
1329,train,3.0,3.0,2.9,Utah gunman survived Srebrenica,7,9,10,15,12,13
133,train,3.2,2.9,2.9,Google To Launch Yet Another Search Tool,0,0,0,21,0,6
1330,train,3.0,2.9,3.0,Creating a whole album in a month?,0,0,0,22,0,42
1331,train,2.7,3.0,3.0,India to test new nuclear missile,10,4,71,0,24,22
1332,train,3.1,2.9,3.2,G7 to China: Ease exchange rate grip,4,3,10,0,13,15
1333,train,2.9,2.8,2.9,Hatton hands back IBF title again,2,5,0,17,16,7
1334,train,2.89,3.0,2.89,"Bernanke: Economy healthy, but...",0,0,16,8,9,12
1335,train,3.0,2.8,3.0,"Mickelson, Sutherland share lead",0,0,0,37,0,6
1336,train,3.3,3.0,2.9,"Napping is good for your heart, study finds",0,0,0,51,0,42
1337,train,3.0,2.78,3.0,Princess Masako author: No regrets,0,0,0,10,3,11
1339,train,3.5,3.4,3.2,Malaysia launches tourism campaign,0,0,0,54,0,27
134,train,3.0,3.0,2.9,Tropical Storm Paul's Outer Bands Hit Mexico's Baja California,16,0,32,0,57,0
1340,train,2.9,3.0,3.1,Study: Africa's Internet gap getting wider,2,0,7,0,52,12
1341,dev,2.14,3.14,3.0,Travel chaos as heavy snow hits UK,4,7,32,0,28,20
1342,train,3.1,3.0,3.3,Paula Abdul: 'I have never been drunk',1,4,0,6,1,24
1343,dev,2.5,2.8,3.1,Salmonella outbreak traced to peanut butter,4,0,70,0,16,19
1344,train,2.6,3.4,3.3,Putin: U.S. force fostering nuke ambitions,27,0,43,0,13,11
1345,train,3.0,3.0,3.1,"Nuke detectors to ring New York, official says",0,0,45,12,8,12
1346,train,2.1,3.2,2.6,Double bus-bombing kills three in Lebanon,10,0,65,0,81,20
1347,train,2.6,3.1,3.0,Davydenko out as seeds scattered,0,0,2,8,16,19
1348,train,3.2,3.4,3.5,Obama: I'm running for president,0,0,0,31,0,20
1349,train,3.1,3.0,3.1,Paterson boots Scotland to victory,0,0,0,58,0,9
135,dev,2.5,2.9,2.8,Israeli Bomblets Plague Lebanon,54,48,67,0,39,0
1350,train,2.88,3.0,3.12,"African-Americans are organ donors these days, but what about bone marrow?",0,0,14,13,12,25
1351,dev,3.5,3.0,3.38,Study: On-the-job naps might help heart,0,0,2,44,0,40
1352,train,2.7,3.0,3.2,"Guinea capital largely calm under curfew, marital law",0,0,40,21,9,20
1353,dev,3.2,2.9,3.0,Bosses sleeping on idea of letting workers take naps,0,0,3,20,10,39
1354,train,2.8,3.2,3.0,Teacher's porn conviction sparks tech debate,29,42,16,0,18,30
1355,train,3.0,2.71,3.0,Singapore pampers its waterfront promenade,0,0,0,44,0,19
1356,train,3.0,3.1,3.1,Rwanda mulls three-child limit,0,0,3,24,14,32
1357,train,2.8,2.9,2.7,Samsung settles price-fixing lawsuit,5,5,7,29,8,13
1358,test,3.0,2.7,3.2,"Radical cleric al-Sadr in Iran, U.S. insists",14,12,35,0,18,24
1359,test,3.38,3.25,3.0,Reports: Harvard set to name first female president,0,0,0,60,4,33
1360,train,2.9,3.0,3.1,Iraq unveils new security plans,0,4,33,15,12,34
1361,train,3.1,3.0,3.2,University offers support to New Orleans school,0,0,0,54,0,20
1362,train,2.5,2.9,2.9,"Storm causes slick, icy roads",2,4,39,0,21,5
1363,dev,1.8,3.6,2.7,South Korea fire kills 10 foreigners,0,1,40,0,75,27
1364,test,3.1,3.1,3.1,Prehistoric lovers found locked in eternal embrace,0,0,0,45,12,48
1365,train,3.0,3.1,3.2,Charts: Is your city lean or lethargic?,0,0,4,5,4,9
1366,test,3.0,3.0,3.0,Peru leader questioned in massacre probe,28,17,19,14,30,14
1367,train,3.3,3.2,3.2,U.S. commander: Iraq not hopeless,7,10,12,34,12,20
1369,train,3.0,3.2,3.2,Mardi Gras rebound in the offing for New Orleans?,2,0,3,47,3,27
137,train,2.9,3.1,3.2,U.S. Weighs Sanctions Against North Korea,61,32,23,0,44,0
1370,test,3.43,3.14,3.0,Siestas may cut heart disease risk,0,0,4,54,2,30
1371,test,2.4,3.3,2.9,"Oregon snorkeler mistaken for rodent, shot in face",8,0,22,0,73,26
1372,train,2.67,3.0,3.44,Petraeus takes command in Iraq,11,5,21,8,5,8
1373,train,1.75,3.5,2.25,6 dead after Utah Mall shooting rampage,36,0,43,0,76,22
1374,train,2.1,3.2,2.9,Sharks kill four people in 'dull' year,3,0,41,0,67,23
1375,train,3.2,3.4,3.0,Record-shattering day on Wall St.,0,0,0,52,0,29
1376,test,2.6,3.4,3.6,Comedian says government silences critics,4,11,6,7,13,11
1377,train,3.44,3.11,3.11,Rockers big winners at Brit Awards,0,0,0,64,0,13
1378,train,2.5,2.9,2.7,Samba school leader killed before Rio carnival,13,0,34,4,83,25
1379,train,2.8,3.2,3.0,"Taiwan's 'Mr. Clean' indicted, steps down",0,8,4,12,41,26
138,test,3.0,3.0,3.1,"Rice, in Baghdad, Insists That Iraqis Are",37,33,26,0,33,0
1380,train,2.56,3.0,3.22,Woman fights to keep drunken driver in jail,54,15,17,25,6,19
1381,train,2.1,3.5,2.8,Al Qaeda group calls for attacks on U.S. oil,49,10,78,0,15,20
1382,dev,2.88,3.0,2.75,Cousin: Gunman was Srebrenica survivor,9,2,13,15,16,13
1383,train,3.11,2.78,3.22,Turkmenistan votes for president,0,0,0,33,0,11
1384,test,2.9,3.0,3.1,Here is some advice to take to heart...,0,0,0,12,0,17
1385,train,3.0,3.0,3.0,10 don't-miss tax breaks,0,0,4,6,2,6
1386,train,2.63,3.12,3.12,Police break up Kosovo protests,37,0,10,20,17,10
1387,dev,3.3,3.2,3.1,Messi makes Barcelona squad return,0,0,0,14,13,13
1388,dev,2.4,3.1,2.9,Jump reported in accidental drug-overdose deaths,3,0,21,0,77,23
1389,dev,2.4,3.1,3.0,Catania punished for fan violence,27,0,11,0,44,13
139,train,2.86,3.57,3.43,Senator Says U.S. Should Rethink Iraq Strategy,0,0,0,30,33,33
1390,train,3.42,3.33,3.25,Isinbayeva sets 20th world record,0,0,0,69,0,31
1391,train,2.43,3.0,2.86,Lawmakers blast FDA drug safety oversight,31,9,15,14,26,14
1392,train,3.5,2.9,3.2,Regular naps make hearts healthy,0,0,2,47,0,41
1393,train,2.86,3.29,2.86,Ice stops trolleys cold,0,0,9,0,29,0
1394,train,2.9,3.0,3.0,U.S. gunman 'was Srebrenica survivor',7,9,14,12,18,27
1395,test,1.89,3.22,3.0,Outdated baby food found on shelves,9,37,14,0,33,21
1396,train,2.45,2.73,2.91,Tow truck drivers accused of stealing cars,17,28,13,0,17,11
1397,train,3.0,3.0,3.4,Bush: It's time for Congress to back energy plan,7,11,15,21,13,2
1398,train,2.8,3.0,3.1,UK soldiers cleared of Iraq abuse,2,10,6,33,5,12
1399,train,3.0,2.9,3.0,FDA revises label warnings on the antibiotic Ketek,11,5,19,34,8,17
14,train,3.1,2.9,3.1,'Runway': Making Good Without Making Nice,0,3,0,22,0,6
1400,dev,3.14,3.0,3.0,Toshiba Portege R400,0,0,0,7,0,7
1401,train,2.43,3.0,3.43,South Africa mourns Adelaide Tambo,0,0,0,0,76,7
1402,dev,3.2,3.0,3.0,Evacuees can return home after plant blast,6,0,14,51,16,15
1403,train,2.8,3.0,2.8,Anna Nicole Smith's body lies in legal limbo,0,0,0,0,68,18
1405,train,2.8,3.1,3.3,France rejects Rwandan investigators,30,5,13,0,25,19
1406,train,3.2,2.5,3.2,A nap a day may keep the heart doctor away,0,0,2,40,0,44
1407,train,3.1,3.1,3.0,"Higley, Gonzalez lead in Malaysia",3,4,5,25,10,12
1408,train,3.5,3.5,3.0,Grammys ready to name winners,0,0,0,40,0,18
1409,train,2.8,3.1,3.2,Pound will not drop Armstrong case,9,0,4,5,3,9
141,train,2.86,2.71,2.86,Turkish Writers Say Efforts to Stifle Speech May Backfire,49,11,45,8,35,0
1410,train,3.2,3.1,3.1,Reunited Police to start world tour in May,0,0,0,39,0,7
1411,train,3.0,3.0,3.0,Turkmen acting leader sworn in as new president,0,0,0,33,0,13
1412,dev,3.3,3.4,3.2,Allen and Okur get All-Star call,0,0,0,37,0,9
1413,train,3.22,3.22,3.22,Svindal claims are golden double,0,0,0,22,0,4
1414,train,2.0,3.25,2.88,"Trolley Square shooting leaves 6 dead, including gunman",12,0,57,0,87,18
1415,train,2.38,3.0,2.88,Bridge blast stops I-95 traffic,7,0,51,0,28,24
1416,train,2.0,3.43,3.0,"Mother, daughter stabbed near school",5,4,49,0,74,25
1417,dev,2.88,2.88,3.12,Excerpt: Politicians and the press,0,11,3,0,0,0
1418,train,3.0,3.1,3.2,North Korea gets 'money and respect',1,0,2,24,2,12
1419,train,3.4,3.3,3.3,Beyonce in a bikini as SI's swimsuit cover model,4,4,2,24,5,7
142,train,2.1,3.2,2.8,Kurdish Lawmaker Killed in an Attack in Baghdad,52,42,75,0,59,0
1420,train,3.87,3.25,3.12,Loving with all your ... brain,0,0,0,32,0,40
1421,train,2.7,3.2,3.0,Shoplifters' choice: Police or T-shirt of shame,17,21,8,11,11,32
1423,train,3.0,2.7,3.2,Slow 'Music and Lyrics',0,0,0,20,0,6
1424,train,3.3,3.3,3.2,Mexican navy helps in hunt for U.S. engineer,0,0,9,36,10,17
1425,train,3.0,2.83,2.83,Smith baby may not be pot of gold,0,2,3,5,19,16
1426,train,3.0,2.88,3.25,Latest updates on world's top stories,0,0,2,0,0,2
1427,train,2.29,3.29,2.86,Beating leaves teen in coma,44,13,31,0,82,13
1428,train,3.0,2.8,2.8,Tiempo Libre has Grammy dreams,0,0,0,42,0,11
1429,dev,3.1,3.2,3.0,GPS sneakers locate with press of a button,0,1,0,22,0,34
143,train,2.7,2.9,3.1,Anti-U.S. Attack Videos Spread on the Internet,63,45,58,0,54,0
1431,test,2.57,3.14,3.43,Britons deported from Somalia held under Terrorism Act,19,15,42,0,25,14
1433,train,3.7,3.6,3.2,Breast cancer drug promises hope,0,0,10,57,8,24
1434,train,2.7,2.7,3.0,Ancient coin shows Cleopatra was no beauty,0,0,0,0,0,60
1435,test,3.2,3.1,2.9,YouTube yields surprising payback,0,0,0,40,0,53
1436,train,2.88,3.0,3.0,Up to 22 inches of snow in forecast,0,0,14,4,6,48
1437,dev,3.0,2.9,2.9,Werder make 10-man Ajax pay price,0,3,0,22,3,6
1438,train,2.8,3.1,3.2,EU condemns 'illegal' CIA flights,45,13,15,27,25,5
1439,train,2.3,2.8,3.1,Report links humans to global warming,21,12,47,0,31,8
144,train,2.25,3.0,2.5,"Women Face Greatest Threat of Violence at Home, Study Finds",51,62,57,0,58,17
1440,train,3.0,3.3,3.1,UN nuclear watchdog slashes Iran aid,22,8,10,11,15,13
1441,test,3.0,2.86,2.86,Survey: Tech a tool in teen dating abuse,7,23,10,6,43,18
1442,train,3.6,3.7,3.4,The breast cancer breakthrough saving 1000 women a year,3,0,4,55,3,39
1443,train,3.0,3.0,3.25,"Tourist spot resists gravity, but not progress",0,0,4,8,17,3
1444,train,3.0,2.78,2.89,The NFL's 20 biggest potential free agents,0,0,0,28,0,9
1445,train,3.3,2.8,3.1,World tourism sets record in 2006,0,0,0,55,0,21
1446,train,2.11,3.22,2.67,BA to charge $470 for an extra bag,17,9,11,0,15,23
1447,train,3.5,3.2,3.2,Kuerten returns to winners' circle,0,0,0,41,0,17
1448,train,3.1,2.8,3.1,World's oldest newspaper now exists only online,0,0,4,26,30,33
1449,test,2.4,2.8,3.0,Japanese whaler afire in Antarctic,8,7,13,0,40,8
145,train,2.9,3.1,2.9,Appeal by Chinese Researcher for Times May Soon Be Heard,0,0,0,8,0,1
1450,train,2.43,3.57,2.43,EU document: Iranian bomb unstoppable,12,0,60,0,28,19
1451,train,3.2,3.1,3.1,U.S. urged to lead on 'green' actions,3,0,9,32,9,9
1452,train,3.0,3.25,3.12,See if your city is one of the United States' top 10 fittest or fattest,5,7,13,11,11,32
1453,train,2.4,3.4,2.7,Lee in pre-World Cup injury scare,0,0,33,0,21,6
1454,train,3.88,3.62,3.25,New cancer drug to save a thousand lives a year,3,0,5,65,5,42
1455,train,2.6,3.0,3.1,Ex-teacher guilty in nude-pictures scheme,17,68,15,0,15,30
1457,train,3.0,3.0,3.0,Founder returns to Dell helm,0,0,0,38,0,23
1458,dev,3.45,3.09,3.37,Charles Gibson takes over first place,0,0,0,43,0,16
1459,train,2.2,2.9,2.6,Ex-Border Patrol agent beaten in prison,24,9,14,0,61,25
146,train,2.38,3.25,2.75,Brazil Air Force Cites Faults and Confusion in Fatal Crash,15,0,43,0,68,11
1460,train,2.8,3.0,3.1,'Made in China' irks some Burberry shoppers,30,22,0,0,10,19
1461,dev,3.3,3.3,3.1,Stonehenge workers' village found,0,0,0,17,0,55
1462,train,3.0,2.89,3.0,Who is Prince Frederic von Anhalt?,0,0,0,3,0,11
1464,train,3.0,3.0,3.0,Ethiopia readies for millennium all its own,3,0,11,22,12,21
1465,train,3.5,3.0,3.0,Good news for slackers: Naps may cut risk for heart problems,0,0,3,50,1,42
1466,train,2.8,3.0,2.8,Snowbirds shortening their Florida stays,5,0,9,0,26,22
1467,test,3.33,3.22,3.11,Win a (concert) date with the Police,0,0,10,33,6,12
1468,train,3.0,3.0,2.82,"Snow begins, heavy accumulations expected",2,0,37,4,11,11
1469,dev,3.12,3.0,2.88,"Jet flips in snowstorm, none dead",0,0,30,35,29,18
147,train,3.0,2.67,3.0,A Mix of Oil and Environmentalism,29,29,33,0,33,0
1470,train,2.6,3.7,3.0,Frantic 911 call in Ryan O'Neal case,0,0,28,0,15,30
1471,train,3.4,3.3,3.3,Durant's success trumps the Gators,0,0,0,43,0,8
1472,train,2.6,2.8,2.9,Scientist snoops in astronauts' journals,4,30,9,4,8,19
1473,train,3.5,3.1,3.1,YouTube founders split $650M payout,0,0,0,38,0,23
1474,train,2.8,2.8,3.1,African nation hopes Whoopi can help,0,0,1,35,1,12
1475,train,3.1,3.0,3.0,United hang on to six-point lead,0,0,2,29,2,7
1476,test,2.5,3.2,2.7,Lawyer seizes Smith's Bahamas home,3,0,9,0,42,11
1477,train,2.88,3.13,2.75,Was Prince's super show too revealing?,0,7,11,7,4,28
1478,train,2.9,2.7,2.8,Clijsters looks for a long goodbye,0,0,6,4,33,18
1479,train,2.86,2.86,2.71,Snow's too deep even for snowmobiles,2,2,29,0,15,40
148,train,3.18,3.45,3.27,Immigrants and French Reach Deal in Standoff,18,0,0,50,28,0
1480,train,2.9,2.7,3.1,Study: Female seals picky about mates,0,0,0,5,0,39
1481,test,2.7,3.3,3.0,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",42,3,35,0,20,18
1482,train,2.4,3.0,2.9,Study: More kids exposed to online porn,35,64,44,0,28,12
1483,test,3.25,3.25,3.12,Beyonce new SI bikini cover girl,0,4,2,26,5,2
1484,train,3.29,3.29,3.43,"Marijuana helps ease HIV nerve pain, study says",0,0,9,33,12,67
1485,train,2.38,3.0,2.88,Serena misses Bangalore tournament,0,0,3,0,36,11
1486,train,2.0,3.1,2.8,"Dryer blamed for fire killing 39 cats, dogs",10,3,11,0,74,25
1487,train,3.22,2.89,3.22,"Roddick, Murray score in San Jose",0,0,0,27,0,7
1488,dev,3.11,2.89,3.11,Apple trademark dispute settled,12,0,0,32,6,10
1489,train,3.33,3.22,2.89,U.S. online love brokers eye China,0,5,6,1,21,18
149,train,2.7,3.2,3.1,Genghis Khan Beer? Mongolia Grimaces,20,0,0,15,0,20
1492,train,2.71,3.29,3.0,Taliban leader killed in airstrike,3,0,22,29,53,14
1493,train,3.1,3.2,3.1,Escape to Prague without the summer hordes,0,0,0,34,0,24
1494,test,3.1,3.3,2.8,Kathmandu: First snow in 63 years,2,2,12,4,15,77
1495,train,2.4,2.9,3.1,Nasdaq fails in bid for LSE,0,1,3,0,41,12
1496,train,2.44,3.11,2.67,Ex-pastor gets death sentence,5,6,12,0,73,44
1497,dev,2.88,3.25,3.0,Baby born on turnpike after dad misses exit,0,0,11,34,13,57
1498,train,3.1,2.8,3.1,Study links chimps and 'hammers',0,0,0,14,0,43
1499,train,2.9,3.1,3.0,UN-Google Earth map climate change,10,6,14,41,17,31
15,dev,2.2,3.6,3.0,"We were 'arrogant and stupid' over Iraq, says US diplomat",42,30,25,23,81,45
150,train,2.8,3.1,3.0,Dead Bachelors in Remote China Still Find Wives,0,0,0,20,14,27
151,train,3.0,2.71,3.0,"Managua Journal: Hold the Mojito and Margarita, Nicaragua Has el Macu",0,0,0,0,0,0
153,train,2.75,2.88,3.12,Paris Journal: Smoking No Longer Tres Chic in France,0,4,0,40,2,21
154,train,2.9,3.0,2.9,An Old Letter Casts Doubts on Iran's Goal for Uranium,0,0,25,8,0,39
156,train,2.0,3.33,3.0,Global Sludge Ends in Tragedy for Ivory Coast,0,0,11,4,71,0
158,train,2.3,2.8,2.8,Equipment on Plane in Brazil Collision May Have Been Faulty,49,33,46,0,67,38
16,train,2.6,2.7,2.9,Bad reasons to be good,9,3,0,15,25,3
160,train,2.3,3.1,3.0,Iraqi Journalists Add Laws to List of Dangers,7,0,47,0,28,13
161,train,2.9,3.1,3.0,U.N. Force Is Treading Lightly on Lebanese Soil,0,0,32,24,32,0
162,train,3.0,2.8,3.0,Cleric Said to Lose Reins Over Part of Iraqi Militia,33,33,33,0,38,9
163,train,2.7,3.1,3.0,"Citing Spy Agencies' Study, Democrats Seek Iraq Changes",0,0,0,33,0,36
164,train,2.7,3.1,2.8,Opera Canceled Over a Depiction of Muhammad,3,0,0,0,28,0
165,train,2.88,2.75,3.0,Military Officials Add to U.S. Criticism of Iraq's Government,25,2,7,30,0,26
166,train,2.17,3.5,2.33,Teacher in Hiding After Attack on Islam Stirs Threats,13,2,38,0,36,0
167,dev,2.9,3.1,3.2,Combative Bush Releases Parts of Terror Study,34,17,49,0,0,21
168,train,2.8,2.9,2.9,Growing Unarmed Battalion in Qaeda Army Is Using Internet to Get the Message Out,39,37,56,0,35,6
169,train,2.9,3.0,3.0,"Iraqi Linked to Sunni Bloc Is Held in Plot, Military Says",32,33,41,0,31,0
17,train,2.7,3.2,3.1,Madonna's new baby's daddy didn't realize adoption was `for good',0,0,2,9,7,62
170,train,3.0,3.14,3.14,"Seduced by Snacks? No, Not You",26,30,0,4,28,0
171,train,3.4,3.1,3.2,Friends for Life: An Emerging Biology of Emotional Healing,0,0,0,87,0,16
172,train,2.12,2.63,2.88,"Alzheimer's Drugs Offer No Help, Study Finds",33,0,16,0,91,47
173,train,2.38,3.0,2.87,"Across Europe, Worries on Islam Spread to Center",10,9,19,0,43,0
174,train,2.9,2.8,3.1,Cooking Defines Sephardic Jews at Sukkot,0,0,0,49,0,0
175,train,3.4,3.2,3.1,"Fitness: Bodies in Motion, Clean and Sober",0,0,0,64,0,0
176,train,3.1,2.8,3.1,In God's Name: Religion-Based Tax Breaks: Housing to Paychecks to Books,0,0,0,10,0,10
177,train,2.1,2.9,2.4,"Yankee Dies in Plane Crash, Official Says",0,0,9,0,93,0
178,train,3.0,3.0,3.0,An Elephant Crackup?,11,0,0,14,31,0
179,train,3.67,3.33,3.17,"With YouTube, Grad Student Hits Jackpot Again",0,0,0,72,0,42
18,train,3.5,3.1,3.4,Women in their 60s 'are perfectly good mothers',19,19,23,24,26,11
180,train,3.3,3.0,3.1,Dow flirts with record highs again,0,0,0,67,0,51
181,dev,2.5,3.12,2.88,Tropical Storm Isaac forms in Atlantic,0,0,86,0,10,0
182,train,2.3,3.3,3.1,New Iraq terror tape calls for abducting foreigners,37,35,95,0,37,0
183,train,2.4,3.0,2.8,'Deep regret' for ex-HP exec,0,4,0,0,40,6
184,train,3.2,3.1,3.0,'Opportunity' knocks on geologist's dream crater,0,0,0,13,0,3
185,test,2.3,3.4,2.8,Squirrel jumps boy in park; rabies suspected,28,4,61,0,28,62
187,train,3.1,3.1,3.1,Porn star candidate campaigns on campus,31,36,0,28,33,20
188,test,2.64,3.0,2.55,School ends football season after 0-4 start,0,0,0,0,5,5
189,test,3.1,3.1,2.9,Charlie Sheen to become highest-paid sitcom star,3,3,0,54,0,10
19,train,2.33,3.33,3.44,We're a pretty kind 'bully',0,0,0,13,0,0
190,train,2.7,3.2,2.6,Jon Stewart mocks benefits of CNN's I,13,13,0,0,5,21
191,train,2.89,2.89,3.11,Ashton Kutcher tells secret to Ryan Seacrest,0,0,0,8,0,11
193,train,3.0,3.14,3.0,Gunman 'fine' before shooting,6,6,6,0,22,10
194,train,3.3,3.3,3.2,Marijuana may stave off Alzheimer's,0,2,0,25,0,47
195,train,2.9,3.1,3.4,Kentucky seeks alcohol huffing ban,4,4,17,32,0,25
196,train,1.7,3.1,2.7,Toddler died from tainted spinach,59,26,27,0,89,22
197,train,2.9,3.1,3.0,Judge dismisses Karr's porn case,6,6,0,3,0,13
198,train,1.9,3.2,2.8,10 die in 22-hour Kashmir standoff,50,38,62,0,54,0
199,train,2.4,2.9,2.8,Slain Amish girls laid to rest,22,7,35,0,76,0
2,dev,3.7,2.9,3.1,Goal delight for Sheva,0,0,0,93,0,38
200,train,2.43,3.0,2.86,"5,000 flee plant fire",30,0,85,0,37,0
